Date,V6409,V3529,V649,V7129,V2089,V1369,V4969,V5689,V7849,V2809,V4970,V650,V7130,V2810,V4249,V5690,V3530,V6410,V2090,V7850,V360,V4250,V1801,V1370,V361,V1800,V3961,V4680,V3240,V3241,V7561,V2521,V6120,V6841,V1080,V7560,V5401,V6121,V634,V5400,V3960,V633,V2793,V6393,V2520,V6840,V1081,V4681,V2826,V4986,V666,V7833,V6265,V3546,V5705,V2106,V4265,V7146,V665,V6426,V2825,V1385,V2794,V7145,V7866,V6425,V3545,V2105,V3385,V3513,V4985,V7834,V1353,V5706,V1386,V5674,V1354,V2505,V6394,V5673,V4266,V7865,V4953,V505,V4234,V4233,V3514,V345,V6985,V1225,V2073,V1785,V1817,V377,V2504,V6137,V6825,V2074,V4697,V3977
19940111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299999993294477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0
19940112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500000007450581
19940113,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
19940114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
19940116,NA,2.5,2.59999990463257,3.3199999332428,4.09999990463257,2.5,3.70000004768372,2,3.47000002861023,2.09999990463257,6.69999980926514,5.59999990463257,5.6399998664856,5.59999990463257,2.5,5,4.09999990463257,5.23000001907349,6.90000009536743,6.59999990463257,0.699999988079071,5.59999990463257,1.36000001430511,5.40000009536743,0.699999988079071,1.05999994277954,0.899999976158142,0.899999976158142,0.800000011920929,0.5,1.14999997615814,1.5,0.920000016689301,1.04999995231628,0.800000011920929,0.870000004768372,1.29999995231628,1.00999999046326,2.79999995231628,0.899999976158142,0.800000011920929,2.20000004768372,1.70000004768372,2.17000007629395,0.899999976158142,0.889999985694885,1.10000002384186,1,2,2.79999995231628,3.70000004768372,2.14000010490417,1.13999998569489,NA,0.400000005960464,4.19999980926514,1.10000002384186,4.48000001907349,NA,5.76999998092651,0.100000001490116,0.600000023841858,4.40000009536743,0.920000016689301,3.45000004768372,1.37000000476837,1.20000004768372,1.10000002384186,1.54999995231628,0.600000023841858,0.800000011920929,3.30999994277954,2.5,3.29999995231628,3.79999995231628,3,1.70000004768372,0.600000023841858,1.55999994277954,2,3.90000009536743,0.400000005960464,3.09999990463257,NA,2.90000009536743,2.70000004768372,2.29999995231628,0.800000011920929,1.76999998092651,1.80999994277954,3,0.769999980926514,1.49000000953674,1.10000002384186,0.699999988079071,1.23000001907349,0.850000023841858,2.90000009536743,1,1.20000004768372
19940117,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
19940118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
19940120,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.0599999986588955,0,0,0,NA,0,0.129999995231628,0.0500000007450581,0.00999999977648258,0.0199999995529652,0.109999999403954,0,0.469999998807907,0.100000001490116,0.0799999982118607,0.100000001490116,0.0500000007450581,0.180000007152557,0.00999999977648258,0.100000001490116,0.310000002384186,NA,0.219999998807907,0,0.259999990463257,0.170000001788139,NA,0.219999998807907,0.25,0.159999996423721,0.159999996423721,0.100000001490116,0.370000004768372,0.100000001490116,0,0,0,0.150000005960464,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0,0,0,0,0,0,0.200000002980232,0,0.209999993443489,0.230000004172325,0,NA,0.340000003576279,0.300000011920929,0.600000023841858,0.140000000596046,0.230000004172325,0,0,0.25,0,0.409999996423721,0.28999999165535,0.180000007152557,0.649999976158142,0,NA,0.0799999982118607,0.449999988079071,0.0599999986588955,0.0299999993294477,0.639999985694885,0.0500000007450581,0.600000023841858,0.150000005960464,0,0.0199999995529652
19940121,0,0,0,0.00999999977648258,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0.0799999982118607,0,0.100000001490116,0,0.0199999995529652,0.0599999986588955,0.0799999982118607,0.100000001490116,0.0799999982118607,0.0199999995529652,0.0799999982118607,0,0.0199999995529652,0.0599999986588955,0.100000001490116,0.119999997317791,0,0,0,0.0299999993294477,0.100000001490116,0.0399999991059303,0.0199999995529652,0,0.0199999995529652,0.109999999403954,0.100000001490116,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0,0,0.0199999995529652,0,0,0,0,0.0199999995529652,0,0,0,0,0.129999995231628,0,0,0.119999997317791,0.100000001490116,0.0599999986588955,0.00999999977648258,0,0.0199999995529652,NA,0.00999999977648258,0,0.0900000035762787,0,0.109999999403954,0.0199999995529652,0,0.0299999993294477
19940122,0.0299999993294477,0,0,0,0,0,0,0,0,0,0,0,0.0599999986588955,0,0,0,0.0299999993294477,0.0900000035762787,0,0,0.419999986886978,0,3.52999997138977,0,1.4099999666214,1.27999997138977,0.600000023841858,0.479999989271164,0.140000000596046,0.860000014305115,1.5,2.49000000953674,1.10000002384186,2.09999990463257,0.800000011920929,0.600000023841858,1.13999998569489,3.28999996185303,0.939999997615814,0.479999989271164,0.100000001490116,0.330000013113022,0.379999995231628,0.0500000007450581,0.720000028610229,0.699999988079071,1.79999995231628,1.5,0,NA,0,0.25,0.0299999993294477,0,0,0.389999985694885,0,0.0599999986588955,0,0.170000001788139,0,0,1.39999997615814,0,0,0.0299999993294477,0,0.159999996423721,0.00999999977648258,0,0,1.36000001430511,0.0299999993294477,0,0,NA,0.349999994039536,2.11999988555908,0.670000016689301,0,0,0,0.310000002384186,0,0.800000011920929,0.200000002980232,NA,2.48000001907349,0,0,0.569999992847443,4.98999977111816,0.850000023841858,0,0.939999997615814,0.0500000007450581,5.40000009536743,0.980000019073486,0,0
19940123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.109999999403954,0,0,0.100000001490116,0.100000001490116,0.100000001490116,0,0,0,0,0.0199999995529652,0.0500000007450581,0,0,0,0,0,0,NA,0,0.0199999995529652,0.0199999995529652,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.0299999993294477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940124,0,0,0,0,0,0,0,0.0299999993294477,0,0.00999999977648258,0.200000002980232,NA,0.200000002980232,0.259999990463257,0,0.319999992847443,0.119999997317791,0.300000011920929,0.100000001490116,0.150000005960464,0.0500000007450581,0.159999996423721,0.200000002980232,0.0900000035762787,0.300000011920929,0,0.319999992847443,0,0.0299999993294477,0.209999993443489,0.300000011920929,0.300000011920929,0,0.270000010728836,0.0399999991059303,0.100000001490116,0.300000011920929,0.300000011920929,0.439999997615814,0.100000001490116,0.0700000002980232,0.0799999982118607,0.0599999986588955,0.100000001490116,0.100000001490116,0.0399999991059303,0.280000001192093,0.200000002980232,0.0399999991059303,0,0.0299999993294477,0.0199999995529652,0,0,0,NA,0,0,0,0,0,0,0.340000003576279,0,NA,0,0,0,0,0.0299999993294477,0,0.340000003576279,0.0500000007450581,0.0399999991059303,0.00999999977648258,NA,0.349999994039536,NA,0.5,0.170000001788139,0.00999999977648258,0,0.100000001490116,0,0.379999995231628,0.0299999993294477,0.360000014305115,0.219999998807907,0,0,0,0.100000001490116,0,0.109999999403954,0.100000001490116,0.100000001490116,0.259999990463257,0.400000005960464,0.100000001490116,0.140000000596046
19940125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988079071,0.899999976158142,0,0.400000005960464,0,0,3.09999990463257,1.60000002384186
19940127,0,0,0,0,NA,0,0,0,0,0,0.0399999991059303,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300000011920929,0.0199999995529652,0.0199999995529652,0.0199999995529652,0,0,0,0.0299999993294477,0,0,0,0.200000002980232,0,0,0,0,0,0,0,0,0,0.100000001490116,0,0,0
19940128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0.00999999977648258,0.0500000007450581,0,0.00999999977648258,0.0500000007450581,0.100000001490116,0.25,0,0,0,0,0,0,0,0.0199999995529652,0.00999999977648258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.100000001490116,0,0.100000001490116,0.189999997615814,NA,0,NA,0.140000000596046,0.0399999991059303,0.280000001192093,0,0,0,0,0,0.0399999991059303,0.0299999993294477,0.100000001490116,0.0599999986588955,0.00999999977648258,0,NA,0.200000002980232,0,0,0.0399999991059303,0,0.170000001788139,0.100000001490116,0,0
19940130,3,3.70000004768372,2.79999995231628,1.6599999666214,2.41000008583069,3.99000000953674,2.29999995231628,2.67000007629395,4.23999977111816,0.899999976158142,0.379999995231628,0.5,0.219999998807907,0.100000001490116,2.00999999046326,0.709999978542328,1.39999997615814,1.10000002384186,0.340000003576279,1.41999995708466,NA,0.239999994635582,0.910000026226044,2.03999996185303,1.10000002384186,3.17000007629395,0.899999976158142,2.79999995231628,4.80000019073486,NA,1.5,0.600000023841858,3,1,4.69999980926514,4.69999980926514,1.29999995231628,1.20000004768372,0.300000011920929,4.19999980926514,3,1,0.400000005960464,1.60000002384186,3.40000009536743,3.90000009536743,1.60000002384186,0.5,0,0.140000000596046,0.100000001490116,1.5,1.72000002861023,0.300000011920929,0.589999973773956,0.0799999982118607,0.860000014305115,0.0399999991059303,1.10000002384186,0.400000005960464,0.100000001490116,2.45000004768372,0,0.509999990463257,0.280000001192093,2.09999990463257,1.39999997615814,1.05999994277954,2.26999998092651,1.29999995231628,1.64999997615814,0.509999990463257,1.66999995708466,0.0700000002980232,0.560000002384186,0.720000028610229,0.620000004768372,0.300000011920929,0.5,1.71000003814697,0.0799999982118607,1.63999998569489,0.400000005960464,1.6599999666214,0.129999995231628,0.779999971389771,0.400000005960464,NA,NA,2.44000005722046,0.980000019073486,0.159999996423721,1.13999998569489,NA,0.699999988079071,1.29999995231628,0.400000005960464,0.200000002980232,0.600000023841858,0.800000011920929
19940131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940201,0,0,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0.200000002980232,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940203,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940204,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940205,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
19940206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940207,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
19940208,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299999993294477,0,0,0,0,0,0,0,0,NA,0,0.00999999977648258,0,0,0,0.0399999991059303,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0.319999992847443,0,0,0,0.100000001490116,0,0,0,0,0.0199999995529652,0,0,0.00999999977648258,0,0,0.0299999993294477,0,0,0.239999994635582,0,0,0,0.119999997317791,0,0,0,0,0,0.119999997317791,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,NA,0,0,0,0,0
19940209,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0.00999999977648258,0,0.400000005960464,0,0.219999998807907,0,0.270000010728836,0.00999999977648258,NA,0.109999999403954,0.159999996423721,0.370000004768372,0,0.100000001490116,0,0.0399999991059303,0.319999992847443,0.0399999991059303,0,0,NA,0,0,0,0.00999999977648258,0,0.0299999993294477,0.180000007152557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19000005722046,0,0,0,0,0,0,0,0,0,0.189999997615814,0,0,0,0.5,0,0,0.239999994635582,0,0,0.00999999977648258,0,0
19940210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
19940212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940213,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA
